month,region,product,tg_per_kg
2024-01,Северо-Казахстанская,cattle,1100.839
2024-02,Северо-Казахстанская,cattle,835.24
2024-03,Северо-Казахстанская,cattle,765.634
2024-04,Северо-Казахстанская,cattle,926.185
2024-05,Северо-Казахстанская,cattle,1021.915
2024-06,Северо-Казахстанская,cattle,795.916
2024-07,Северо-Казахстанская,cattle,915.667
2024-08,Северо-Казахстанская,cattle,960.108
2024-11,Северо-Казахстанская,cattle,791.998
2025-02,Северо-Казахстанская,cattle,893.46
2025-08,Северо-Казахстанская,cattle,1005.207
2025-09,Северо-Казахстанская,cattle,1162.669
2026-01,Северо-Казахстанская,cattle,1136.032
2026-02,Северо-Казахстанская,cattle,1047.899
2026-06,Северо-Казахстанская,cattle,1172.762
2022-10,Туркестанская,cattle,805.158
2022-11,Туркестанская,cattle,835.346
2022-12,Туркестанская,cattle,786.886
2023-01,Туркестанская,cattle,862.752
2023-02,Туркестанская,cattle,876.874
2023-03,Туркестанская,cattle,789.017
2023-04,Туркестанская,cattle,823.02
2023-05,Туркестанская,cattle,839.039
2023-06,Туркестанская,cattle,832.207
2023-07,Туркестанская,cattle,825.96
2023-08,Туркестанская,cattle,998.506
2023-09,Туркестанская,cattle,870.204
2023-10,Туркестанская,cattle,861.188
2023-11,Туркестанская,cattle,867.406
2023-12,Туркестанская,cattle,855.631
2024-01,Туркестанская,cattle,722.483
2024-02,Туркестанская,cattle,901.18
2024-03,Туркестанская,cattle,952.789
2024-04,Туркестанская,cattle,1033.623
2024-05,Туркестанская,cattle,990.59
2024-06,Туркестанская,cattle,1029.153
2024-07,Туркестанская,cattle,1033.623
2024-08,Туркестанская,cattle,1029.153
2024-09,Туркестанская,cattle,1004.473
2024-10,Туркестанская,cattle,1033.623
2024-11,Туркестанская,cattle,1025.506
2024-12,Туркестанская,cattle,1034.917
2025-01,Туркестанская,cattle,1108.587
2025-02,Туркестанская,cattle,1061.43
2025-03,Туркестанская,cattle,1062.826
2025-04,Туркестанская,cattle,1021.046
2025-05,Туркестанская,cattle,1062.826
2025-06,Туркестанская,cattle,1056.858
2025-07,Туркестанская,cattle,1100.826
2025-08,Туркестанская,cattle,1065.014
2025-09,Туркестанская,cattle,1177.437
2025-10,Туркестанская,cattle,1484.047
2025-11,Туркестанская,cattle,1513.889
2025-12,Туркестанская,cattle,1320.42
2026-01,Туркестанская,cattle,1420.551
2026-02,Туркестанская,cattle,1419.965
2026-03,Туркестанская,cattle,1419.965
2026-04,Туркестанская,cattle,1551.316
2026-05,Туркестанская,cattle,1551.316
2026-06,Туркестанская,cattle,1419.965
2026-08,Туркестанская,cattle,1551.316
2022-10,Ұлытау,cattle,1099.525
2022-11,Ұлытау,cattle,1156.112
2022-12,Ұлытау,cattle,1138.976
2023-01,Ұлытау,cattle,1253.661
2023-02,Ұлытау,cattle,951.865
2023-03,Ұлытау,cattle,946.492
2023-06,Ұлытау,cattle,819.349
2023-09,Ұлытау,cattle,1538.357
2023-10,Ұлытау,cattle,1604.996
2023-11,Ұлытау,cattle,1421.01
2023-12,Ұлытау,cattle,1506.715
2024-01,Ұлытау,cattle,1147.091
2024-02,Ұлытау,cattle,1184.491
2024-03,Ұлытау,cattle,1417.551
2024-04,Ұлытау,cattle,1192.335
2024-05,Ұлытау,cattle,1129.895
2024-06,Ұлытау,cattle,1205.546
2024-07,Ұлытау,cattle,1232.817
2024-08,Ұлытау,cattle,1419.251
2024-09,Ұлытау,cattle,1488.898
2024-10,Ұлытау,cattle,1366.417
2024-11,Ұлытау,cattle,1417.376
2024-12,Ұлытау,cattle,1418.381
2025-01,Ұлытау,cattle,1309.478
2025-02,Ұлытау,cattle,1455.066
2025-03,Ұлытау,cattle,1215.656
2025-05,Ұлытау,cattle,1186.398
2025-06,Ұлытау,cattle,1293.29
2025-07,Ұлытау,cattle,1167.064
2025-08,Ұлытау,cattle,1720.175
2025-09,Ұлытау,cattle,1326.738
2025-10,Ұлытау,cattle,1233.424
2025-11,Ұлытау,cattle,1120.845
2025-12,Ұлытау,cattle,1256.732
2026-01,Ұлытау,cattle,1462.181
2026-02,Ұлытау,cattle,1432.945
2026-03,Ұлытау,cattle,1218.453
2026-04,Ұлытау,cattle,1174.066
2026-05,Ұлытау,cattle,1214.635
2026-06,Ұлытау,cattle,1142.741
2026-08,Ұлытау,cattle,1160.481
2026-07,Абай,cattle_beef,1856.127
2026-08,Абай,cattle_beef,1897.774
2026-07,Акмолинская,cattle_beef,1841.0
2026-08,Акмолинская,cattle_beef,1841.0
2026-07,Актюбинская,cattle_beef,1463.259
2026-08,Актюбинская,cattle_beef,1484.341
2026-07,Алматинская,cattle_beef,1474.049
2026-08,Алматинская,cattle_beef,1491.358
2026-08,Западно-Казахстанская,cattle_beef,1274.721
2026-07,ЗападноКазахстанская,cattle_beef,1284.31
2026-07,Павлодарская,cattle_beef,1638.918
2026-08,Павлодарская,cattle_beef,1718.003
2026-07,Республика Казахстан,cattle_beef,1608.661
2026-08,Республика Казахстан,cattle_beef,1619.353
2026-08,Ұлытау,cattle_beef,962.997
2026-07,Акмолинская,cattle_dairy,1266.797
2026-07,Актюбинская,cattle_dairy,1174.878
2026-08,Актюбинская,cattle_dairy,939.793
2026-08,Восточно-Казахстанская,cattle_dairy,1208.688
2026-07,ВосточноКазахстанская,cattle_dairy,1256.297
2026-07,Костанайская,cattle_dairy,1359.933
2026-07,Кызылординская,cattle_dairy,1185.161
2026-08,Кызылординская,cattle_dairy,1187.621
2026-07,Павлодарская,cattle_dairy,1139.998
2026-08,Павлодарская,cattle_dairy,1120.526
2026-07,Республика Казахстан,cattle_dairy,1256.275
2026-08,Республика Казахстан,cattle_dairy,1250.159
2026-07,СевероКазахстанская,cattle_dairy,1203.287
2026-07,Ұлытау,cattle_dairy,1283.532
2026-08,Ұлытау,cattle_dairy,1291.236
2023-02,Абай,hay,40.146
2023-03,Абай,hay,40.62
2023-04,Абай,hay,40.379
2023-08,Абай,hay,40.743
2023-09,Абай,hay,40.554
2023-10,Абай,hay,40.243
2023-11,Абай,hay,40.299
2023-12,Абай,hay,40.974
2024-02,Абай,hay,40.236
2024-03,Абай,hay,40.395
2024-04,Абай,hay,40.742
2024-07,Абай,hay,40.0
2024-08,Абай,hay,40.345
2024-09,Абай,hay,39.842
2024-10,Абай,hay,40.345
2024-11,Абай,hay,40.824
2024-12,Абай,hay,40.99
2025-01,Абай,hay,40.915
2025-02,Абай,hay,41.664
2025-03,Абай,hay,41.664
2025-08,Абай,hay,40.892
2025-09,Абай,hay,41.622
2025-10,Абай,hay,41.622
2025-11,Абай,hay,41.664
2025-12,Абай,hay,41.664
2026-01,Абай,hay,35.871
2026-02,Абай,hay,41.664
2026-03,Абай,hay,41.664
2026-08,Абай,hay,40.586
2023-08,Актюбинская,hay,20.344
2023-09,Актюбинская,hay,22.024
2024-08,Актюбинская,hay,23.314
2025-07,Актюбинская,hay,30.0
2025-08,Актюбинская,hay,28.524
2025-09,Актюбинская,hay,28.524
2025-10,Актюбинская,hay,28.524
2026-08,Актюбинская,hay,28.651
2022-10,Алматинская,hay,17.307
2022-12,Алматинская,hay,19.846
2023-01,Алматинская,hay,42.633
2023-02,Алматинская,hay,42.633
2023-04,Алматинская,hay,42.633
2023-07,Алматинская,hay,31.633
2023-08,Алматинская,hay,24.787
2025-08,Алматинская,hay,33.485
2025-10,Атырауская,hay,29.269
2022-12,Восточно-Казахстанская,hay,16.018
2023-01,Восточно-Казахстанская,hay,16.134
2023-02,Восточно-Казахстанская,hay,17.284
2023-03,Восточно-Казахстанская,hay,17.284
2023-04,Восточно-Казахстанская,hay,13.393
2023-05,Восточно-Казахстанская,hay,13.393
2023-06,Восточно-Казахстанская,hay,13.393
2023-07,Восточно-Казахстанская,hay,13.393
2023-08,Восточно-Казахстанская,hay,18.297
2023-09,Восточно-Казахстанская,hay,19.465
2023-10,Восточно-Казахстанская,hay,26.056
2023-11,Восточно-Казахстанская,hay,27.543
2023-12,Восточно-Казахстанская,hay,29.418
2024-01,Восточно-Казахстанская,hay,25.832
2024-02,Восточно-Казахстанская,hay,24.932
2024-03,Восточно-Казахстанская,hay,26.413
2024-04,Восточно-Казахстанская,hay,24.932
2024-05,Восточно-Казахстанская,hay,24.932
2024-10,Восточно-Казахстанская,hay,26.166
2024-11,Восточно-Казахстанская,hay,25.9
2024-12,Восточно-Казахстанская,hay,25.9
2022-11,Жамбылская,hay,41.04
2023-07,Жамбылская,hay,27.683
2023-08,Жамбылская,hay,30.903
2024-02,Жамбылская,hay,47.522
2024-07,Жамбылская,hay,28.673
2024-08,Жамбылская,hay,37.995
2024-09,Жамбылская,hay,43.925
2024-10,Жамбылская,hay,40.031
2025-07,Жамбылская,hay,42.322
2025-08,Жамбылская,hay,38.933
2025-09,Жамбылская,hay,45.76
2026-08,Жамбылская,hay,44.324
2022-10,Жетісу,hay,43.278
2022-12,Жетісу,hay,45.73
2023-01,Жетісу,hay,53.133
2023-09,Жетісу,hay,19.574
2023-10,Жетісу,hay,43.694
2023-11,Жетісу,hay,37.332
2023-12,Жетісу,hay,53.133
2024-03,Жетісу,hay,46.171
2024-11,Жетісу,hay,49.026
2024-12,Жетісу,hay,45.534
2025-01,Жетісу,hay,53.097
2026-07,Жетісу,hay,55.455
2022-10,Западно-Казахстанская,hay,21.207
2022-11,Западно-Казахстанская,hay,19.587
2022-12,Западно-Казахстанская,hay,20.0
2023-01,Западно-Казахстанская,hay,21.34
2023-02,Западно-Казахстанская,hay,20.612
2023-07,Западно-Казахстанская,hay,26.284
2023-08,Западно-Казахстанская,hay,22.542
2023-09,Западно-Казахстанская,hay,20.813
2023-10,Западно-Казахстанская,hay,20.777
2023-11,Западно-Казахстанская,hay,22.513
2023-12,Западно-Казахстанская,hay,24.987
2024-01,Западно-Казахстанская,hay,20.714
2024-02,Западно-Казахстанская,hay,24.962
2024-07,Западно-Казахстанская,hay,26.036
2024-08,Западно-Казахстанская,hay,24.667
2024-09,Западно-Казахстанская,hay,24.919
2024-10,Западно-Казахстанская,hay,25.291
2024-11,Западно-Казахстанская,hay,21.468
2024-12,Западно-Казахстанская,hay,26.919
2025-01,Западно-Казахстанская,hay,27.47
2025-08,Западно-Казахстанская,hay,22.263
2025-09,Западно-Казахстанская,hay,22.923
2025-10,Западно-Казахстанская,hay,23.629
2025-12,Западно-Казахстанская,hay,30.155
2026-01,Западно-Казахстанская,hay,29.522
2026-06,Западно-Казахстанская,hay,35.473
2022-10,Карагандинская,hay,21.246
2022-11,Карагандинская,hay,21.13
2022-12,Карагандинская,hay,21.13
2023-01,Карагандинская,hay,25.124
2024-12,Карагандинская,hay,11.634
2022-10,Кызылординская,hay,27.589
2022-12,Кызылординская,hay,30.971
2023-06,Кызылординская,hay,31.368
2023-07,Кызылординская,hay,33.398
2023-08,Кызылординская,hay,29.94
2023-09,Кызылординская,hay,32.15
2023-10,Кызылординская,hay,30.381
2023-11,Кызылординская,hay,30.315
2023-12,Кызылординская,hay,41.344
2024-06,Кызылординская,hay,27.778
2024-07,Кызылординская,hay,29.96
2024-08,Кызылординская,hay,29.597
2024-09,Кызылординская,hay,28.179
2024-10,Кызылординская,hay,27.303
2025-01,Кызылординская,hay,21.661
2025-02,Кызылординская,hay,35.151
2025-06,Кызылординская,hay,30.923
2025-07,Кызылординская,hay,31.413
2025-08,Кызылординская,hay,27.115
2025-09,Кызылординская,hay,31.707
2025-10,Кызылординская,hay,37.334
2026-01,Кызылординская,hay,32.782
2026-06,Кызылординская,hay,27.089
2026-07,Кызылординская,hay,28.134
2026-08,Кызылординская,hay,28.86
2021-02,Республика Казахстан,hay,25.222
2021-03,Республика Казахстан,hay,26.736
2021-04,Республика Казахстан,hay,22.733
2021-05,Республика Казахстан,hay,28.715
2021-06,Республика Казахстан,hay,32.057
2021-07,Республика Казахстан,hay,37.059
2021-08,Республика Казахстан,hay,31.513
2021-09,Республика Казахстан,hay,23.231
2021-10,Республика Казахстан,hay,27.378
2021-11,Республика Казахстан,hay,26.951
2021-12,Республика Казахстан,hay,26.459
2022-10,Республика Казахстан,hay,31.521
2022-11,Республика Казахстан,hay,31.607
2022-12,Республика Казахстан,hay,25.232
2023-01,Республика Казахстан,hay,39.359
2023-02,Республика Казахстан,hay,35.743
2023-03,Республика Казахстан,hay,21.736
2023-04,Республика Казахстан,hay,36.139
2023-05,Республика Казахстан,hay,31.336
2023-06,Республика Казахстан,hay,30.387
2023-07,Республика Казахстан,hay,33.007
2023-08,Республика Казахстан,hay,32.519
2023-09,Республика Казахстан,hay,35.114
2023-10,Республика Казахстан,hay,33.173
2023-11,Республика Казахстан,hay,32.748
2023-12,Республика Казахстан,hay,38.209
2024-01,Республика Казахстан,hay,37.005
2024-02,Республика Казахстан,hay,43.07
2024-03,Республика Казахстан,hay,37.709
2024-04,Республика Казахстан,hay,39.305
2024-05,Республика Казахстан,hay,31.445
2024-06,Республика Казахстан,hay,39.409
2024-07,Республика Казахстан,hay,33.859
2024-08,Республика Казахстан,hay,28.062
2024-09,Республика Казахстан,hay,29.625
2024-10,Республика Казахстан,hay,25.38
2024-11,Республика Казахстан,hay,34.945
2024-12,Республика Казахстан,hay,40.211
2025-01,Республика Казахстан,hay,41.626
2025-02,Республика Казахстан,hay,46.17
2025-03,Республика Казахстан,hay,35.331
2025-04,Республика Казахстан,hay,33.24
2025-05,Республика Казахстан,hay,26.758
2025-06,Республика Казахстан,hay,31.599
2025-07,Республика Казахстан,hay,33.466
2025-08,Республика Казахстан,hay,32.625
2025-09,Республика Казахстан,hay,35.897
2025-10,Республика Казахстан,hay,31.109
2025-11,Республика Казахстан,hay,43.634
2025-12,Республика Казахстан,hay,40.902
2026-01,Республика Казахстан,hay,39.758
2026-02,Республика Казахстан,hay,30.349
2026-03,Республика Казахстан,hay,30.135
2026-04,Республика Казахстан,hay,30.315
2026-05,Республика Казахстан,hay,35.848
2026-06,Республика Казахстан,hay,56.865
2026-07,Республика Казахстан,hay,38.618
2026-08,Республика Казахстан,hay,43.071
2023-07,Туркестанская,hay,37.147
2023-08,Туркестанская,hay,43.667
2023-09,Туркестанская,hay,40.257
2024-06,Туркестанская,hay,44.697
2024-07,Туркестанская,hay,38.31
2024-08,Туркестанская,hay,25.191
2024-09,Туркестанская,hay,16.333
2025-06,Туркестанская,hay,32.232
2025-07,Туркестанская,hay,33.12
2025-08,Туркестанская,hay,31.064
2026-08,Туркестанская,hay,52.984
2022-10,Абай,sheep,628.993
2022-11,Абай,sheep,638.344
2022-12,Абай,sheep,618.429
2023-02,Абай,sheep,740.165
2023-08,Абай,sheep,813.161
2023-10,Абай,sheep,874.332
2023-11,Абай,sheep,839.007
2024-01,Абай,sheep,831.602
2024-02,Абай,sheep,860.029
2024-03,Абай,sheep,883.74
2024-04,Абай,sheep,855.47
2024-05,Абай,sheep,852.9
2024-06,Абай,sheep,881.746
2024-07,Абай,sheep,866.137
2024-08,Абай,sheep,913.407
2024-09,Абай,sheep,930.721
2024-10,Абай,sheep,876.053
2024-11,Абай,sheep,967.44
2024-12,Абай,sheep,972.815
2025-01,Абай,sheep,975.107
2025-02,Абай,sheep,900.98
2025-03,Абай,sheep,1002.337
2025-04,Абай,sheep,1055.563
2025-05,Абай,sheep,1109.957
2025-06,Абай,sheep,1179.612
2025-07,Абай,sheep,1391.491
2025-08,Абай,sheep,1414.16
2025-09,Абай,sheep,1498.303
2025-10,Абай,sheep,1428.245
2025-11,Абай,sheep,1472.553
2025-12,Абай,sheep,1516.018
2026-01,Абай,sheep,1439.469
2026-02,Абай,sheep,1532.562
2026-03,Абай,sheep,1528.828
2026-04,Абай,sheep,1665.72
2026-05,Абай,sheep,1628.005
2026-06,Абай,sheep,1665.649
2026-07,Абай,sheep,1791.56
2026-08,Абай,sheep,1819.581
2023-01,Акмолинская,sheep,1252.481
2023-03,Акмолинская,sheep,1252.481
2023-04,Акмолинская,sheep,1252.481
2023-05,Акмолинская,sheep,1293.274
2023-08,Акмолинская,sheep,1252.481
2023-09,Акмолинская,sheep,1252.481
2023-10,Акмолинская,sheep,1185.396
2023-11,Акмолинская,sheep,1252.481
2023-12,Акмолинская,sheep,1170.012
2024-01,Акмолинская,sheep,1192.138
2024-03,Акмолинская,sheep,1132.282
2022-10,Актюбинская,sheep,827.691
2022-11,Актюбинская,sheep,848.024
2022-12,Актюбинская,sheep,849.92
2023-01,Актюбинская,sheep,842.839
2023-02,Актюбинская,sheep,881.785
2023-03,Актюбинская,sheep,878.197
2023-04,Актюбинская,sheep,917.47
2023-05,Актюбинская,sheep,880.343
2023-06,Актюбинская,sheep,850.297
2023-07,Актюбинская,sheep,873.861
2023-08,Актюбинская,sheep,894.409
2023-09,Актюбинская,sheep,883.602
2023-10,Актюбинская,sheep,902.424
2023-11,Актюбинская,sheep,881.197
2023-12,Актюбинская,sheep,876.328
2024-01,Актюбинская,sheep,892.957
2024-02,Актюбинская,sheep,892.512
2024-03,Актюбинская,sheep,838.617
2024-04,Актюбинская,sheep,850.105
2024-05,Актюбинская,sheep,847.574
2024-06,Актюбинская,sheep,897.036
2024-07,Актюбинская,sheep,857.275
2024-08,Актюбинская,sheep,857.403
2024-09,Актюбинская,sheep,891.053
2024-10,Актюбинская,sheep,854.331
2024-11,Актюбинская,sheep,859.548
2024-12,Актюбинская,sheep,862.988
2025-01,Актюбинская,sheep,865.53
2025-02,Актюбинская,sheep,935.101
2025-03,Актюбинская,sheep,898.268
2025-04,Актюбинская,sheep,868.421
2025-05,Актюбинская,sheep,869.074
2025-06,Актюбинская,sheep,905.897
2025-07,Актюбинская,sheep,964.883
2025-08,Актюбинская,sheep,975.362
2025-09,Актюбинская,sheep,1003.363
2025-10,Актюбинская,sheep,950.886
2025-11,Актюбинская,sheep,973.686
2025-12,Актюбинская,sheep,1006.59
2026-01,Актюбинская,sheep,1121.85
2026-02,Актюбинская,sheep,1147.294
2026-03,Актюбинская,sheep,1190.66
2026-04,Актюбинская,sheep,1135.965
2026-05,Актюбинская,sheep,1072.533
2026-06,Актюбинская,sheep,1123.412
2026-07,Актюбинская,sheep,1130.093
2026-08,Актюбинская,sheep,999.783
2022-12,Алматинская,sheep,1344.411
2023-01,Алматинская,sheep,1220.49
2023-03,Алматинская,sheep,971.06
2023-04,Алматинская,sheep,1073.435
2023-05,Алматинская,sheep,1073.435
2023-08,Алматинская,sheep,1008.5
2023-09,Алматинская,sheep,1457.466
2023-10,Алматинская,sheep,1503.927
2023-11,Алматинская,sheep,1073.435
2023-12,Алматинская,sheep,1073.435
2024-01,Алматинская,sheep,1300.574
2024-02,Алматинская,sheep,1628.145
2024-03,Алматинская,sheep,1150.713
2024-04,Алматинская,sheep,1632.101
2024-05,Алматинская,sheep,1150.713
2024-06,Алматинская,sheep,1150.713
2024-08,Алматинская,sheep,1150.713
2024-09,Алматинская,sheep,1577.851
2024-10,Алматинская,sheep,1577.851
2024-12,Алматинская,sheep,1159.848
2025-01,Алматинская,sheep,1765.464
2025-04,Алматинская,sheep,1952.663
2025-10,Алматинская,sheep,1587.592
2025-11,Алматинская,sheep,1742.902
2025-12,Алматинская,sheep,1745.341
2026-01,Алматинская,sheep,1919.8
2026-02,Алматинская,sheep,1721.602
2026-03,Алматинская,sheep,1724.445
2026-04,Алматинская,sheep,1728.0
2026-05,Алматинская,sheep,1832.311
2026-06,Алматинская,sheep,1801.683
2026-07,Алматинская,sheep,1998.366
2026-08,Алматинская,sheep,2004.764
2022-10,Атырауская,sheep,732.656
2022-11,Атырауская,sheep,724.899
2022-12,Атырауская,sheep,737.366
2023-01,Атырауская,sheep,712.638
2023-02,Атырауская,sheep,777.064
2023-03,Атырауская,sheep,784.822
2023-04,Атырауская,sheep,823.157
2023-05,Атырауская,sheep,810.729
2023-06,Атырауская,sheep,815.228
2023-07,Атырауская,sheep,821.761
2023-08,Атырауская,sheep,826.754
2023-09,Атырауская,sheep,893.42
2023-10,Атырауская,sheep,898.052
2023-11,Атырауская,sheep,886.089
2023-12,Атырауская,sheep,919.776
2024-01,Атырауская,sheep,1008.003
2024-02,Атырауская,sheep,1134.839
2024-03,Атырауская,sheep,1316.768
2024-06,Атырауская,sheep,774.398
2024-08,Атырауская,sheep,1018.768
2024-11,Атырауская,sheep,868.466
2025-02,Атырауская,sheep,932.539
2025-03,Атырауская,sheep,932.539
2025-04,Атырауская,sheep,972.803
2026-03,Атырауская,sheep,1344.056
2026-06,Атырауская,sheep,1344.056
2022-10,Восточно-Казахстанская,sheep,840.091
2022-11,Восточно-Казахстанская,sheep,840.091
2022-12,Восточно-Казахстанская,sheep,846.826
2023-01,Восточно-Казахстанская,sheep,996.944
2023-02,Восточно-Казахстанская,sheep,923.354
2023-03,Восточно-Казахстанская,sheep,924.505
2023-04,Восточно-Казахстанская,sheep,931.759
2023-05,Восточно-Казахстанская,sheep,931.759
2023-06,Восточно-Казахстанская,sheep,918.72
2023-07,Восточно-Казахстанская,sheep,919.641
2023-09,Восточно-Казахстанская,sheep,919.645
2023-10,Восточно-Казахстанская,sheep,919.645
2023-11,Восточно-Казахстанская,sheep,971.026
2023-12,Восточно-Казахстанская,sheep,971.564
2024-01,Восточно-Казахстанская,sheep,1097.177
2024-02,Восточно-Казахстанская,sheep,960.715
2024-03,Восточно-Казахстанская,sheep,962.792
2024-04,Восточно-Казахстанская,sheep,974.891
2024-05,Восточно-Казахстанская,sheep,974.017
2024-06,Восточно-Казахстанская,sheep,974.891
2024-07,Восточно-Казахстанская,sheep,965.042
2024-08,Восточно-Казахстанская,sheep,964.748
2024-09,Восточно-Казахстанская,sheep,764.923
2024-10,Восточно-Казахстанская,sheep,771.663
2024-11,Восточно-Казахстанская,sheep,771.663
2024-12,Восточно-Казахстанская,sheep,769.992
2025-02,Восточно-Казахстанская,sheep,1031.352
2025-09,Восточно-Казахстанская,sheep,965.088
2025-10,Восточно-Казахстанская,sheep,965.68
2025-11,Восточно-Казахстанская,sheep,965.751
2025-12,Восточно-Казахстанская,sheep,966.765
2022-10,Жамбылская,sheep,909.366
2022-11,Жамбылская,sheep,894.514
2022-12,Жамбылская,sheep,942.032
2023-01,Жамбылская,sheep,824.677
2023-03,Жамбылская,sheep,917.997
2023-08,Жамбылская,sheep,799.817
2023-09,Жамбылская,sheep,822.864
2023-10,Жамбылская,sheep,858.847
2023-11,Жамбылская,sheep,824.894
2023-12,Жамбылская,sheep,839.437
2024-01,Жамбылская,sheep,908.417
2024-02,Жамбылская,sheep,865.784
2024-04,Жамбылская,sheep,917.943
2024-05,Жамбылская,sheep,932.101
2024-06,Жамбылская,sheep,893.939
2024-07,Жамбылская,sheep,881.325
2024-08,Жамбылская,sheep,891.426
2024-10,Жамбылская,sheep,758.282
2024-12,Жамбылская,sheep,926.253
2025-01,Жамбылская,sheep,1062.614
2025-03,Жамбылская,sheep,1044.543
2025-04,Жамбылская,sheep,1044.949
2025-05,Жамбылская,sheep,1032.652
2025-06,Жамбылская,sheep,1148.35
2025-07,Жамбылская,sheep,1036.941
2025-08,Жамбылская,sheep,1097.722
2025-09,Жамбылская,sheep,1079.811
2025-11,Жамбылская,sheep,1154.555
2025-12,Жамбылская,sheep,1146.248
2026-02,Жамбылская,sheep,1141.194
2026-03,Жамбылская,sheep,1140.918
2026-05,Жамбылская,sheep,1008.509
2026-06,Жамбылская,sheep,1010.551
2026-07,Жамбылская,sheep,1017.502
2026-08,Жамбылская,sheep,1029.195
2022-10,Жетісу,sheep,1065.544
2022-11,Жетісу,sheep,840.172
2022-12,Жетісу,sheep,847.147
2023-01,Жетісу,sheep,824.75
2024-01,Жетісу,sheep,866.283
2024-04,Жетісу,sheep,795.138
2024-06,Жетісу,sheep,829.396
2024-07,Жетісу,sheep,881.574
2024-12,Жетісу,sheep,929.367
2025-10,Жетісу,sheep,1313.399
2025-11,Жетісу,sheep,1309.849
2022-10,Западно-Казахстанская,sheep,825.712
2022-11,Западно-Казахстанская,sheep,843.423
2022-12,Западно-Казахстанская,sheep,818.995
2023-01,Западно-Казахстанская,sheep,835.049
2023-02,Западно-Казахстанская,sheep,826.487
2023-03,Западно-Казахстанская,sheep,823.598
2023-04,Западно-Казахстанская,sheep,805.827
2023-05,Западно-Казахстанская,sheep,806.517
2023-06,Западно-Казахстанская,sheep,852.39
2023-07,Западно-Казахстанская,sheep,856.389
2023-08,Западно-Казахстанская,sheep,837.8
2023-09,Западно-Казахстанская,sheep,866.003
2023-10,Западно-Казахстанская,sheep,852.347
2023-11,Западно-Казахстанская,sheep,857.625
2023-12,Западно-Казахстанская,sheep,864.731
2024-01,Западно-Казахстанская,sheep,895.572
2024-02,Западно-Казахстанская,sheep,829.024
2024-03,Западно-Казахстанская,sheep,836.507
2024-04,Западно-Казахстанская,sheep,846.227
2024-05,Западно-Казахстанская,sheep,859.274
2024-06,Западно-Казахстанская,sheep,884.556
2024-07,Западно-Казахстанская,sheep,889.366
2024-08,Западно-Казахстанская,sheep,878.363
2024-09,Западно-Казахстанская,sheep,882.756
2024-10,Западно-Казахстанская,sheep,881.489
2024-11,Западно-Казахстанская,sheep,886.654
2024-12,Западно-Казахстанская,sheep,873.879
2025-01,Западно-Казахстанская,sheep,851.348
2025-02,Западно-Казахстанская,sheep,890.351
2025-03,Западно-Казахстанская,sheep,899.056
2025-04,Западно-Казахстанская,sheep,877.056
2025-05,Западно-Казахстанская,sheep,911.925
2025-06,Западно-Казахстанская,sheep,908.272
2025-07,Западно-Казахстанская,sheep,875.695
2025-08,Западно-Казахстанская,sheep,907.949
2025-09,Западно-Казахстанская,sheep,929.327
2025-10,Западно-Казахстанская,sheep,964.165
2025-11,Западно-Казахстанская,sheep,970.436
2025-12,Западно-Казахстанская,sheep,945.015
2026-01,Западно-Казахстанская,sheep,954.928
2026-02,Западно-Казахстанская,sheep,932.027
2026-03,Западно-Казахстанская,sheep,933.235
2026-04,Западно-Казахстанская,sheep,937.253
2026-05,Западно-Казахстанская,sheep,944.145
2026-06,Западно-Казахстанская,sheep,985.891
2026-08,Западно-Казахстанская,sheep,1023.702
2026-07,ЗападноКазахстанская,sheep,997.229
2022-10,Карагандинская,sheep,871.788
2022-11,Карагандинская,sheep,735.065
2022-12,Карагандинская,sheep,722.265
2023-01,Карагандинская,sheep,853.931
2023-02,Карагандинская,sheep,788.48
2023-03,Карагандинская,sheep,803.63
2023-04,Карагандинская,sheep,825.649
2023-05,Карагандинская,sheep,832.751
2023-06,Карагандинская,sheep,839.854
2023-07,Карагандинская,sheep,801.564
2023-08,Карагандинская,sheep,849.34
2023-09,Карагандинская,sheep,850.551
2023-10,Карагандинская,sheep,1002.273
2023-11,Карагандинская,sheep,854.352
2023-12,Карагандинская,sheep,856.006
2024-01,Карагандинская,sheep,936.695
2024-02,Карагандинская,sheep,858.683
2024-03,Карагандинская,sheep,862.844
2024-04,Карагандинская,sheep,863.526
2024-05,Карагандинская,sheep,882.39
2024-06,Карагандинская,sheep,863.526
2024-07,Карагандинская,sheep,980.525
2024-09,Карагандинская,sheep,1157.149
2025-07,Карагандинская,sheep,916.166
2025-12,Карагандинская,sheep,1366.257
2022-10,Костанайская,sheep,555.0
2022-10,Кызылординская,sheep,922.195
2022-11,Кызылординская,sheep,920.245
2022-12,Кызылординская,sheep,1020.235
2023-01,Кызылординская,sheep,920.847
2023-02,Кызылординская,sheep,980.711
2023-03,Кызылординская,sheep,921.467
2023-04,Кызылординская,sheep,980.771
2023-05,Кызылординская,sheep,924.037
2023-06,Кызылординская,sheep,978.062
2023-07,Кызылординская,sheep,976.566
2023-08,Кызылординская,sheep,1017.171
2023-09,Кызылординская,sheep,992.183
2023-10,Кызылординская,sheep,1004.261
2023-11,Кызылординская,sheep,1015.025
2023-12,Кызылординская,sheep,1028.642
2024-01,Кызылординская,sheep,948.199
2024-02,Кызылординская,sheep,1040.201
