month,region,product,tg_per_kg
2024-03,Кызылординская,sheep,984.66
2024-04,Кызылординская,sheep,984.08
2024-05,Кызылординская,sheep,984.833
2024-06,Кызылординская,sheep,984.26
2024-07,Кызылординская,sheep,985.006
2024-08,Кызылординская,sheep,985.093
2024-09,Кызылординская,sheep,988.658
2024-10,Кызылординская,sheep,988.759
2024-11,Кызылординская,sheep,988.928
2024-12,Кызылординская,sheep,988.995
2025-01,Кызылординская,sheep,1073.151
2025-02,Кызылординская,sheep,1039.886
2025-03,Кызылординская,sheep,1060.64
2025-04,Кызылординская,sheep,1062.419
2025-05,Кызылординская,sheep,1097.274
2025-06,Кызылординская,sheep,1071.015
2025-07,Кызылординская,sheep,1030.979
2025-08,Кызылординская,sheep,1073.029
2025-09,Кызылординская,sheep,1103.539
2025-10,Кызылординская,sheep,1037.328
2025-11,Кызылординская,sheep,1103.547
2025-12,Кызылординская,sheep,1063.418
2026-01,Кызылординская,sheep,1206.011
2026-02,Кызылординская,sheep,1164.603
2026-03,Кызылординская,sheep,1202.286
2026-04,Кызылординская,sheep,1162.654
2026-05,Кызылординская,sheep,1166.668
2026-06,Кызылординская,sheep,1222.613
2026-07,Кызылординская,sheep,1213.618
2026-08,Кызылординская,sheep,1166.132
2022-12,Мангистауская,sheep,905.332
2023-01,Мангистауская,sheep,936.162
2023-04,Мангистауская,sheep,903.763
2023-05,Мангистауская,sheep,1033.424
2023-06,Мангистауская,sheep,1041.294
2023-07,Мангистауская,sheep,1000.32
2023-08,Мангистауская,sheep,800.829
2023-09,Мангистауская,sheep,995.953
2023-10,Мангистауская,sheep,982.208
2023-11,Мангистауская,sheep,992.111
2023-12,Мангистауская,sheep,1015.853
2024-01,Мангистауская,sheep,1020.312
2024-03,Мангистауская,sheep,1161.838
2024-04,Мангистауская,sheep,1134.29
2024-05,Мангистауская,sheep,1119.959
2024-06,Мангистауская,sheep,1172.65
2024-07,Мангистауская,sheep,918.78
2024-08,Мангистауская,sheep,1253.483
2024-10,Мангистауская,sheep,1258.443
2024-11,Мангистауская,sheep,1362.012
2024-12,Мангистауская,sheep,1443.245
2025-01,Мангистауская,sheep,847.741
2025-02,Мангистауская,sheep,1179.346
2025-03,Мангистауская,sheep,1235.994
2025-04,Мангистауская,sheep,1313.938
2025-05,Мангистауская,sheep,1105.972
2025-06,Мангистауская,sheep,1174.477
2025-07,Мангистауская,sheep,1379.593
2025-08,Мангистауская,sheep,1392.913
2025-09,Мангистауская,sheep,1104.167
2025-10,Мангистауская,sheep,1098.088
2025-11,Мангистауская,sheep,1568.294
2025-12,Мангистауская,sheep,1720.513
2026-01,Мангистауская,sheep,1133.026
2026-02,Мангистауская,sheep,1665.621
2026-03,Мангистауская,sheep,1970.3
2026-04,Мангистауская,sheep,1599.546
2026-05,Мангистауская,sheep,1133.026
2026-06,Мангистауская,sheep,1443.961
2026-07,Мангистауская,sheep,1133.026
2026-08,Мангистауская,sheep,1133.026
2022-10,Павлодарская,sheep,1191.822
2022-11,Павлодарская,sheep,1195.513
2022-12,Павлодарская,sheep,1394.236
2023-01,Павлодарская,sheep,1518.653
2023-04,Павлодарская,sheep,1304.501
2023-05,Павлодарская,sheep,1304.501
2023-06,Павлодарская,sheep,1329.886
2023-08,Павлодарская,sheep,1307.702
2023-09,Павлодарская,sheep,1337.104
2023-10,Павлодарская,sheep,1357.017
2023-11,Павлодарская,sheep,1339.364
2023-12,Павлодарская,sheep,1350.512
2024-01,Павлодарская,sheep,1275.926
2024-04,Павлодарская,sheep,1276.348
2024-06,Павлодарская,sheep,1152.167
2024-07,Павлодарская,sheep,1278.155
2024-08,Павлодарская,sheep,1274.876
2024-09,Павлодарская,sheep,1197.317
2024-10,Павлодарская,sheep,1312.463
2024-11,Павлодарская,sheep,1212.631
2025-02,Павлодарская,sheep,1123.447
2025-03,Павлодарская,sheep,1093.783
2025-09,Павлодарская,sheep,1002.697
2025-12,Павлодарская,sheep,1093.783
2019-10,Республика Казахстан,sheep,647.552
2019-12,Республика Казахстан,sheep,622.574
2020-03,Республика Казахстан,sheep,722.052
2020-04,Республика Казахстан,sheep,708.178
2020-05,Республика Казахстан,sheep,714.626
2020-06,Республика Казахстан,sheep,712.235
2020-07,Республика Казахстан,sheep,724.487
2020-08,Республика Казахстан,sheep,750.878
2020-09,Республика Казахстан,sheep,674.327
2020-10,Республика Казахстан,sheep,695.105
2020-11,Республика Казахстан,sheep,728.57
2020-12,Республика Казахстан,sheep,730.172
2021-01,Республика Казахстан,sheep,757.381
2021-02,Республика Казахстан,sheep,773.577
2021-03,Республика Казахстан,sheep,797.21
2021-04,Республика Казахстан,sheep,777.73
2021-05,Республика Казахстан,sheep,738.942
2021-06,Республика Казахстан,sheep,746.037
2021-07,Республика Казахстан,sheep,782.771
2021-08,Республика Казахстан,sheep,754.657
2021-09,Республика Казахстан,sheep,745.904
2021-10,Республика Казахстан,sheep,762.015
2021-11,Республика Казахстан,sheep,767.544
2021-12,Республика Казахстан,sheep,753.747
2022-10,Республика Казахстан,sheep,887.334
2022-11,Республика Казахстан,sheep,863.634
2022-12,Республика Казахстан,sheep,914.585
2023-01,Республика Казахстан,sheep,942.436
2023-02,Республика Казахстан,sheep,910.89
2023-03,Республика Казахстан,sheep,886.267
2023-04,Республика Казахстан,sheep,915.288
2023-05,Республика Казахстан,sheep,976.411
2023-06,Республика Казахстан,sheep,926.338
2023-07,Республика Казахстан,sheep,898.242
2023-08,Республика Казахстан,sheep,908.959
2023-09,Республика Казахстан,sheep,1015.236
2023-10,Республика Казахстан,sheep,1024.849
2023-11,Республика Казахстан,sheep,912.687
2023-12,Республика Казахстан,sheep,951.995
2024-01,Республика Казахстан,sheep,1026.393
2024-02,Республика Казахстан,sheep,1036.355
2024-03,Республика Казахстан,sheep,947.454
2024-04,Республика Казахстан,sheep,1038.073
2024-05,Республика Казахстан,sheep,956.111
2024-06,Республика Казахстан,sheep,944.471
2024-07,Республика Казахстан,sheep,952.804
2024-08,Республика Казахстан,sheep,989.673
2024-09,Республика Казахстан,sheep,1036.942
2024-10,Республика Казахстан,sheep,1076.369
2024-11,Республика Казахстан,sheep,986.683
2024-12,Республика Казахстан,sheep,1004.545
2025-01,Республика Казахстан,sheep,1168.769
2025-02,Республика Казахстан,sheep,1106.955
2025-03,Республика Казахстан,sheep,1131.424
2025-04,Республика Казахстан,sheep,1257.363
2025-05,Республика Казахстан,sheep,1147.3
2025-06,Республика Казахстан,sheep,1214.939
2025-07,Республика Казахстан,sheep,1258.456
2025-08,Республика Казахстан,sheep,1249.785
2025-09,Республика Казахстан,sheep,1248.753
2025-10,Республика Казахстан,sheep,1275.269
2025-11,Республика Казахстан,sheep,1291.504
2025-12,Республика Казахстан,sheep,1206.997
2026-01,Республика Казахстан,sheep,1337.228
2026-02,Республика Казахстан,sheep,1379.754
2026-03,Республика Казахстан,sheep,1419.099
2026-04,Республика Казахстан,sheep,1288.436
2026-05,Республика Казахстан,sheep,1338.274
2026-06,Республика Казахстан,sheep,1463.905
2026-07,Республика Казахстан,sheep,1400.585
2026-08,Республика Казахстан,sheep,1396.776
2022-10,Туркестанская,sheep,613.161
2022-11,Туркестанская,sheep,731.543
2022-12,Туркестанская,sheep,735.591
2023-03,Туркестанская,sheep,666.189
2023-05,Туркестанская,sheep,668.122
2023-07,Туркестанская,sheep,723.301
2023-08,Туркестанская,sheep,673.295
2023-09,Туркестанская,sheep,737.466
2023-10,Туркестанская,sheep,707.768
2023-11,Туркестанская,sheep,670.849
2023-12,Туркестанская,sheep,748.178
2024-05,Туркестанская,sheep,709.17
2024-06,Туркестанская,sheep,677.827
2024-07,Туркестанская,sheep,697.129
2024-08,Туркестанская,sheep,758.724
2024-09,Туркестанская,sheep,709.997
2024-10,Туркестанская,sheep,755.035
2022-10,Ұлытау,sheep,802.549
2022-11,Ұлытау,sheep,759.841
2022-12,Ұлытау,sheep,778.436
2023-01,Ұлытау,sheep,705.217
2023-02,Ұлытау,sheep,763.773
2023-03,Ұлытау,sheep,835.527
2023-06,Ұлытау,sheep,820.739
2023-07,Ұлытау,sheep,838.965
2023-08,Ұлытау,sheep,964.743
2023-09,Ұлытау,sheep,937.57
2023-10,Ұлытау,sheep,1056.685
2023-11,Ұлытау,sheep,993.161
2023-12,Ұлытау,sheep,1159.745
2024-01,Ұлытау,sheep,1207.869
2024-02,Ұлытау,sheep,1029.269
2024-03,Ұлытау,sheep,1040.371
2024-04,Ұлытау,sheep,896.671
2024-05,Ұлытау,sheep,1000.929
2024-06,Ұлытау,sheep,912.247
2024-07,Ұлытау,sheep,952.764
2024-08,Ұлытау,sheep,963.238
2024-09,Ұлытау,sheep,934.125
2024-10,Ұлытау,sheep,969.406
2024-11,Ұлытау,sheep,982.505
2024-12,Ұлытау,sheep,923.989
2025-02,Ұлытау,sheep,806.161
2025-06,Ұлытау,sheep,939.835
2025-07,Ұлытау,sheep,1210.569
2025-08,Ұлытау,sheep,1039.377
2025-09,Ұлытау,sheep,1116.16
2026-05,Ұлытау,sheep,1188.243
2026-06,Ұлытау,sheep,1111.181
2026-07,Ұлытау,sheep,1083.98
2026-08,Ұлытау,sheep,1083.509
2022-10,Абай,wheat,91.864
2023-01,Абай,wheat,106.302
2023-05,Абай,wheat,80.155
2023-07,Абай,wheat,83.511
2023-08,Абай,wheat,78.534
2023-09,Абай,wheat,76.974
2023-10,Абай,wheat,82.15
2023-11,Абай,wheat,68.483
2023-12,Абай,wheat,94.233
2024-01,Абай,wheat,84.932
2024-02,Абай,wheat,84.602
2024-08,Абай,wheat,78.023
2024-09,Абай,wheat,72.616
2024-10,Абай,wheat,79.792
2024-11,Абай,wheat,66.523
2024-12,Абай,wheat,68.141
2025-01,Абай,wheat,75.686
2025-02,Абай,wheat,63.352
2025-05,Абай,wheat,75.594
2025-06,Абай,wheat,82.257
2025-08,Абай,wheat,82.307
2025-10,Абай,wheat,72.059
2025-11,Абай,wheat,78.403
2025-12,Абай,wheat,78.104
2026-01,Абай,wheat,83.225
2026-02,Абай,wheat,82.212
2026-03,Абай,wheat,81.949
2026-04,Абай,wheat,83.628
2026-05,Абай,wheat,84.425
2026-06,Абай,wheat,91.027
2026-07,Абай,wheat,86.616
2022-10,Акмолинская,wheat,113.147
2022-11,Акмолинская,wheat,110.19
2022-12,Акмолинская,wheat,107.309
2023-01,Акмолинская,wheat,110.245
2023-02,Акмолинская,wheat,105.684
2023-03,Акмолинская,wheat,99.293
2023-04,Акмолинская,wheat,93.514
2023-05,Акмолинская,wheat,97.003
2023-06,Акмолинская,wheat,92.442
2023-07,Акмолинская,wheat,85.383
2023-08,Акмолинская,wheat,84.053
2023-09,Акмолинская,wheat,86.183
2023-10,Акмолинская,wheat,114.945
2023-11,Акмолинская,wheat,113.407
2023-12,Акмолинская,wheat,103.727
2024-01,Акмолинская,wheat,105.66
2024-02,Акмолинская,wheat,122.99
2024-03,Акмолинская,wheat,129.32
2024-04,Акмолинская,wheat,118.563
2024-05,Акмолинская,wheat,119.087
2024-06,Акмолинская,wheat,117.585
2024-07,Акмолинская,wheat,124.708
2024-08,Акмолинская,wheat,104.189
2024-09,Акмолинская,wheat,93.132
2024-10,Акмолинская,wheat,84.797
2024-11,Акмолинская,wheat,69.321
2024-12,Акмолинская,wheat,69.162
2025-01,Акмолинская,wheat,74.358
2025-02,Акмолинская,wheat,72.558
2025-03,Акмолинская,wheat,77.441
2025-04,Акмолинская,wheat,84.651
2025-05,Акмолинская,wheat,90.49
2025-06,Акмолинская,wheat,92.976
2025-07,Акмолинская,wheat,95.408
2025-08,Акмолинская,wheat,90.312
2025-09,Акмолинская,wheat,92.746
2025-10,Акмолинская,wheat,88.182
2025-11,Акмолинская,wheat,86.642
2025-12,Акмолинская,wheat,86.942
2026-01,Акмолинская,wheat,85.102
2026-02,Акмолинская,wheat,86.777
2026-03,Акмолинская,wheat,90.47
2026-04,Акмолинская,wheat,87.073
2026-05,Акмолинская,wheat,92.883
2026-06,Акмолинская,wheat,93.06
2026-07,Акмолинская,wheat,91.469
2026-08,Акмолинская,wheat,92.047
2022-10,Актюбинская,wheat,106.579
2022-11,Актюбинская,wheat,106.473
2022-12,Актюбинская,wheat,98.84
2023-01,Актюбинская,wheat,109.772
2023-02,Актюбинская,wheat,97.322
2023-03,Актюбинская,wheat,94.844
2023-04,Актюбинская,wheat,88.838
2023-05,Актюбинская,wheat,98.384
2023-06,Актюбинская,wheat,83.892
2023-07,Актюбинская,wheat,73.826
2023-08,Актюбинская,wheat,68.713
2023-09,Актюбинская,wheat,80.466
2023-10,Актюбинская,wheat,77.039
2023-11,Актюбинская,wheat,72.624
2023-12,Актюбинская,wheat,88.729
2024-01,Актюбинская,wheat,63.791
2024-03,Актюбинская,wheat,93.151
2024-06,Актюбинская,wheat,114.629
2024-09,Актюбинская,wheat,74.703
2024-10,Актюбинская,wheat,72.904
2024-11,Актюбинская,wheat,68.612
2024-12,Актюбинская,wheat,66.345
2025-01,Актюбинская,wheat,64.619
2025-02,Актюбинская,wheat,77.983
2025-03,Актюбинская,wheat,71.509
2025-04,Актюбинская,wheat,81.042
2025-05,Актюбинская,wheat,104.907
2025-06,Актюбинская,wheat,92.892
2025-08,Актюбинская,wheat,83.519
2025-09,Актюбинская,wheat,81.99
2025-10,Актюбинская,wheat,84.308
2025-11,Актюбинская,wheat,88.216
2025-12,Актюбинская,wheat,91.949
2026-01,Актюбинская,wheat,91.937
2026-03,Актюбинская,wheat,99.303
2026-06,Актюбинская,wheat,115.654
2026-07,Актюбинская,wheat,106.125
2026-08,Актюбинская,wheat,85.89
2022-10,Алматинская,wheat,146.027
2022-11,Алматинская,wheat,126.002
2022-12,Алматинская,wheat,114.422
2023-01,Алматинская,wheat,146.114
2023-04,Алматинская,wheat,127.422
2023-08,Алматинская,wheat,79.2
2023-09,Алматинская,wheat,130.032
2023-10,Алматинская,wheat,132.137
2024-09,Алматинская,wheat,85.82
2025-10,Алматинская,wheat,115.127
2026-04,Алматинская,wheat,96.172
2022-11,Восточно-Казахстанская,wheat,105.687
2022-12,Восточно-Казахстанская,wheat,105.032
2023-02,Восточно-Казахстанская,wheat,85.853
2023-03,Восточно-Казахстанская,wheat,87.743
2023-04,Восточно-Казахстанская,wheat,84.07
2023-05,Восточно-Казахстанская,wheat,90.482
2023-06,Восточно-Казахстанская,wheat,67.2
2023-08,Восточно-Казахстанская,wheat,76.111
2023-09,Восточно-Казахстанская,wheat,79.67
2023-10,Восточно-Казахстанская,wheat,93.324
2023-11,Восточно-Казахстанская,wheat,105.019
2023-12,Восточно-Казахстанская,wheat,101.427
2024-01,Восточно-Казахстанская,wheat,65.464
2024-02,Восточно-Казахстанская,wheat,79.254
2024-03,Восточно-Казахстанская,wheat,75.618
2024-04,Восточно-Казахстанская,wheat,61.595
2024-08,Восточно-Казахстанская,wheat,74.44
2024-09,Восточно-Казахстанская,wheat,65.461
2024-10,Восточно-Казахстанская,wheat,62.89
2024-11,Восточно-Казахстанская,wheat,60.997
2024-12,Восточно-Казахстанская,wheat,55.723
2025-01,Восточно-Казахстанская,wheat,84.785
2025-02,Восточно-Казахстанская,wheat,66.106
2025-03,Восточно-Казахстанская,wheat,60.801
2025-05,Восточно-Казахстанская,wheat,63.388
2025-06,Восточно-Казахстанская,wheat,67.765
2025-07,Восточно-Казахстанская,wheat,74.789
2025-08,Восточно-Казахстанская,wheat,81.792
2025-09,Восточно-Казахстанская,wheat,78.512
2025-10,Восточно-Казахстанская,wheat,81.219
2025-11,Восточно-Казахстанская,wheat,68.595
2025-12,Восточно-Казахстанская,wheat,74.222
2026-01,Восточно-Казахстанская,wheat,83.387
2026-02,Восточно-Казахстанская,wheat,75.223
2026-03,Восточно-Казахстанская,wheat,77.073
2026-05,Восточно-Казахстанская,wheat,95.702
2026-06,Восточно-Казахстанская,wheat,87.886
2022-10,Жамбылская,wheat,105.333
2022-11,Жамбылская,wheat,103.751
2022-12,Жамбылская,wheat,126.459
2023-08,Жамбылская,wheat,97.741
2023-09,Жамбылская,wheat,101.45
2023-10,Жамбылская,wheat,91.736
2023-11,Жамбылская,wheat,89.046
2024-12,Жамбылская,wheat,72.62
2022-10,Жетісу,wheat,102.92
2022-11,Жетісу,wheat,120.0
2022-12,Жетісу,wheat,112.465
2023-01,Жетісу,wheat,120.0
2023-08,Жетісу,wheat,74.48
2023-10,Жетісу,wheat,88.061
2024-08,Жетісу,wheat,70.942
2024-11,Жетісу,wheat,68.544
2025-01,Жетісу,wheat,55.0
2022-10,Западно-Казахстанская,wheat,106.1
2022-11,Западно-Казахстанская,wheat,101.214
2022-12,Западно-Казахстанская,wheat,97.342
2023-01,Западно-Казахстанская,wheat,102.969
2023-02,Западно-Казахстанская,wheat,110.059
2023-03,Западно-Казахстанская,wheat,111.328
2023-04,Западно-Казахстанская,wheat,96.015
2023-05,Западно-Казахстанская,wheat,82.344
2023-06,Западно-Казахстанская,wheat,86.269
2023-07,Западно-Казахстанская,wheat,96.015
2023-08,Западно-Казахстанская,wheat,86.964
2023-09,Западно-Казахстанская,wheat,86.321
2023-10,Западно-Казахстанская,wheat,86.984
2023-11,Западно-Казахстанская,wheat,89.024
2023-12,Западно-Казахстанская,wheat,98.839
2024-01,Западно-Казахстанская,wheat,93.706
2024-02,Западно-Казахстанская,wheat,103.44
2024-03,Западно-Казахстанская,wheat,92.903
2024-04,Западно-Казахстанская,wheat,88.946
2024-05,Западно-Казахстанская,wheat,89.152
2024-06,Западно-Казахстанская,wheat,104.072
2024-07,Западно-Казахстанская,wheat,92.903
2024-08,Западно-Казахстанская,wheat,83.758
2024-09,Западно-Казахстанская,wheat,95.955
2024-10,Западно-Казахстанская,wheat,107.638
2024-11,Западно-Казахстанская,wheat,99.586
2024-12,Западно-Казахстанская,wheat,90.96
2025-01,Западно-Казахстанская,wheat,89.264
2025-04,Западно-Казахстанская,wheat,99.875
2025-05,Западно-Казахстанская,wheat,86.441
2025-06,Западно-Казахстанская,wheat,85.259
2025-08,Западно-Казахстанская,wheat,72.672
2025-09,Западно-Казахстанская,wheat,88.485
2025-10,Западно-Казахстанская,wheat,82.499
2025-11,Западно-Казахстанская,wheat,84.478
2025-12,Западно-Казахстанская,wheat,84.532
2026-01,Западно-Казахстанская,wheat,80.99
2026-02,Западно-Казахстанская,wheat,91.046
2026-03,Западно-Казахстанская,wheat,99.445
2026-05,Западно-Казахстанская,wheat,99.68
2026-08,Западно-Казахстанская,wheat,83.681
2022-10,Карагандинская,wheat,127.381
2022-11,Карагандинская,wheat,101.678
2022-12,Карагандинская,wheat,102.865
2023-01,Карагандинская,wheat,109.288
2023-02,Карагандинская,wheat,105.682
2023-03,Карагандинская,wheat,95.251
2023-04,Карагандинская,wheat,89.462
2023-05,Карагандинская,wheat,87.702
2023-06,Карагандинская,wheat,90.005
2023-07,Карагандинская,wheat,84.896
2023-08,Карагандинская,wheat,80.742
2023-09,Карагандинская,wheat,84.096
2023-10,Карагандинская,wheat,95.298
2023-11,Карагандинская,wheat,85.118
2023-12,Карагандинская,wheat,91.259
2024-01,Карагандинская,wheat,87.658
2024-02,Карагандинская,wheat,102.795
2024-03,Карагандинская,wheat,107.257
2024-04,Карагандинская,wheat,80.732
2024-05,Карагандинская,wheat,95.722
2024-06,Карагандинская,wheat,85.48
2024-07,Карагандинская,wheat,87.004
2024-08,Карагандинская,wheat,93.804
2024-09,Карагандинская,wheat,78.75
2024-10,Карагандинская,wheat,77.2
2024-11,Карагандинская,wheat,76.06
2024-12,Карагандинская,wheat,64.969
2025-01,Карагандинская,wheat,72.872
2025-02,Карагандинская,wheat,73.997
2025-03,Карагандинская,wheat,84.496
2025-04,Карагандинская,wheat,86.461
2025-05,Карагандинская,wheat,84.955
2025-06,Карагандинская,wheat,93.975
2025-07,Карагандинская,wheat,88.454
2025-08,Карагандинская,wheat,98.8
2025-09,Карагандинская,wheat,93.305
2025-10,Карагандинская,wheat,82.154
2025-11,Карагандинская,wheat,79.98
2025-12,Карагандинская,wheat,81.744
2026-01,Карагандинская,wheat,88.19
2026-02,Карагандинская,wheat,86.796
2026-03,Карагандинская,wheat,97.908
2026-04,Карагандинская,wheat,94.382
2026-05,Карагандинская,wheat,90.096
2026-06,Карагандинская,wheat,92.245
2026-07,Карагандинская,wheat,89.725
2026-08,Карагандинская,wheat,88.383
2022-10,Костанайская,wheat,107.152
2022-11,Костанайская,wheat,107.478
2022-12,Костанайская,wheat,105.156
2023-01,Костанайская,wheat,104.201
2023-02,Костанайская,wheat,105.843
2023-03,Костанайская,wheat,96.671
2023-04,Костанайская,wheat,83.528
2023-05,Костанайская,wheat,83.956
2023-06,Костанайская,wheat,87.398
2023-07,Костанайская,wheat,76.635
2023-08,Костанайская,wheat,77.888
2023-09,Костанайская,wheat,75.794
2023-10,Костанайская,wheat,75.565
2023-11,Костанайская,wheat,100.999
2023-12,Костанайская,wheat,100.776
2024-01,Костанайская,wheat,107.014
2024-02,Костанайская,wheat,101.556
2024-03,Костанайская,wheat,95.801
2024-04,Костанайская,wheat,103.452
2024-05,Костанайская,wheat,103.363
2024-06,Костанайская,wheat,102.004
2024-07,Костанайская,wheat,95.109
2024-08,Костанайская,wheat,87.543
2024-09,Костанайская,wheat,77.966
2024-10,Костанайская,wheat,71.174
2024-11,Костанайская,wheat,72.287
2024-12,Костанайская,wheat,68.239
2025-01,Костанайская,wheat,63.613
2025-02,Костанайская,wheat,66.228
2025-03,Костанайская,wheat,77.212
2025-04,Костанайская,wheat,75.784
2025-05,Костанайская,wheat,86.674
2025-06,Костанайская,wheat,85.486
2025-07,Костанайская,wheat,86.617
2025-08,Костанайская,wheat,93.968
2025-09,Костанайская,wheat,85.343
2025-10,Костанайская,wheat,78.542
2025-11,Костанайская,wheat,76.221
2025-12,Костанайская,wheat,79.28
2026-01,Костанайская,wheat,77.948
2026-02,Костанайская,wheat,79.995
2026-03,Костанайская,wheat,84.029
2026-04,Костанайская,wheat,89.094
2026-05,Костанайская,wheat,87.859
2026-06,Костанайская,wheat,91.11
2026-07,Костанайская,wheat,88.089
2026-08,Костанайская,wheat,89.698
2023-09,Кызылординская,wheat,119.329
2024-08,Кызылординская,wheat,116.284
2024-10,Кызылординская,wheat,86.292
2025-09,Кызылординская,wheat,90.047
2025-10,Кызылординская,wheat,83.116
2026-01,Кызылординская,wheat,90.345
2022-10,Павлодарская,wheat,80.478
2022-11,Павлодарская,wheat,96.166
2022-12,Павлодарская,wheat,95.986
2023-01,Павлодарская,wheat,104.97
2023-02,Павлодарская,wheat,102.184
2023-03,Павлодарская,wheat,99.916
2023-04,Павлодарская,wheat,93.998
2023-05,Павлодарская,wheat,96.523
2023-06,Павлодарская,wheat,100.942
2023-07,Павлодарская,wheat,101.524
2023-08,Павлодарская,wheat,94.902
2023-09,Павлодарская,wheat,97.319
2023-10,Павлодарская,wheat,103.202
2023-11,Павлодарская,wheat,106.269
2023-12,Павлодарская,wheat,103.837
2024-01,Павлодарская,wheat,105.397
2024-02,Павлодарская,wheat,97.839
2024-03,Павлодарская,wheat,101.623
2024-04,Павлодарская,wheat,93.465
2024-05,Павлодарская,wheat,93.534
2024-07,Павлодарская,wheat,87.521
2024-08,Павлодарская,wheat,97.178
2024-09,Павлодарская,wheat,90.771
2024-10,Павлодарская,wheat,80.048
2024-11,Павлодарская,wheat,67.787
2024-12,Павлодарская,wheat,65.906
2025-01,Павлодарская,wheat,72.886
2025-02,Павлодарская,wheat,79.175
2025-03,Павлодарская,wheat,82.325
2025-04,Павлодарская,wheat,84.087
2025-05,Павлодарская,wheat,73.422
2025-06,Павлодарская,wheat,75.849
2025-07,Павлодарская,wheat,84.766
2025-08,Павлодарская,wheat,77.667
2025-09,Павлодарская,wheat,66.985
2025-10,Павлодарская,wheat,60.734
2025-11,Павлодарская,wheat,71.767
2025-12,Павлодарская,wheat,71.427
2026-01,Павлодарская,wheat,71.269
2026-02,Павлодарская,wheat,74.396
2026-03,Павлодарская,wheat,77.792
2026-04,Павлодарская,wheat,78.65
2026-05,Павлодарская,wheat,78.823
2026-06,Павлодарская,wheat,81.874
2026-07,Павлодарская,wheat,84.602
2026-08,Павлодарская,wheat,88.143
2019-10,Республика Казахстан,wheat,62.996
2019-12,Республика Казахстан,wheat,69.881
2020-03,Республика Казахстан,wheat,71.704
2020-04,Республика Казахстан,wheat,75.839
2020-05,Республика Казахстан,wheat,82.521
2020-06,Республика Казахстан,wheat,83.518
2020-07,Республика Казахстан,wheat,77.519
2020-08,Республика Казахстан,wheat,79.138
2020-09,Республика Казахстан,wheat,77.13
2020-10,Республика Казахстан,wheat,78.159
2020-11,Республика Казахстан,wheat,79.146
2020-12,Республика Казахстан,wheat,81.069
2021-02,Республика Казахстан,wheat,83.274
2021-03,Республика Казахстан,wheat,84.343
2021-04,Республика Казахстан,wheat,84.074
2021-05,Республика Казахстан,wheat,85.197
2021-06,Республика Казахстан,wheat,85.289
2021-07,Республика Казахстан,wheat,82.904
2021-08,Республика Казахстан,wheat,86.652
2021-09,Республика Казахстан,wheat,93.413
2021-10,Республика Казахстан,wheat,102.099
2021-11,Республика Казахстан,wheat,103.848
2021-12,Республика Казахстан,wheat,105.587
2022-10,Республика Казахстан,wheat,108.827
2022-11,Республика Казахстан,wheat,107.383
2022-12,Республика Казахстан,wheat,104.968
2023-01,Республика Казахстан,wheat,107.105
2023-02,Республика Казахстан,wheat,104.37
2023-03,Республика Казахстан,wheat,96.702
2023-04,Республика Казахстан,wheat,88.895
2023-05,Республика Казахстан,wheat,89.404
2023-06,Республика Казахстан,wheat,89.805
2023-07,Республика Казахстан,wheat,84.875
2023-08,Республика Казахстан,wheat,82.245
2023-09,Республика Казахстан,wheat,83.484
2023-10,Республика Казахстан,wheat,96.431
2023-11,Республика Казахстан,wheat,101.645
2023-12,Республика Казахстан,wheat,98.427
2024-01,Республика Казахстан,wheat,98.305
2024-02,Республика Казахстан,wheat,105.425
2024-03,Республика Казахстан,wheat,106.044
2024-04,Республика Казахстан,wheat,101.878
2024-05,Республика Казахстан,wheat,105.58
2024-06,Республика Казахстан,wheat,105.694
2024-07,Республика Казахстан,wheat,103.086
2024-08,Республика Казахстан,wheat,91.8
2024-09,Республика Казахстан,wheat,82.837
2024-10,Республика Казахстан,wheat,78.778
2024-11,Республика Казахстан,wheat,69.256
2024-12,Республика Казахстан,wheat,67.863
2025-01,Республика Казахстан,wheat,68.176
2025-02,Республика Казахстан,wheat,69.322
2025-03,Республика Казахстан,wheat,76.089
2025-04,Республика Казахстан,wheat,78.658
2025-05,Республика Казахстан,wheat,84.719
2025-06,Республика Казахстан,wheat,87.396
2025-07,Республика Казахстан,wheat,88.393
2025-08,Республика Казахстан,wheat,89.134
2025-09,Республика Казахстан,wheat,87.433
2025-10,Республика Казахстан,wheat,80.46
2025-11,Республика Казахстан,wheat,79.993
2025-12,Республика Казахстан,wheat,80.634
2026-01,Республика Казахстан,wheat,80.825
2026-02,Республика Казахстан,wheat,81.364
2026-03,Республика Казахстан,wheat,86.172
2026-04,Республика Казахстан,wheat,86.384
2026-05,Республика Казахстан,wheat,89.733
2026-06,Республика Казахстан,wheat,91.152
2026-07,Республика Казахстан,wheat,90.065
2026-08,Республика Казахстан,wheat,89.145
2022-10,Северо-Казахстанская,wheat,106.756
2022-11,Северо-Казахстанская,wheat,106.8
2022-12,Северо-Казахстанская,wheat,102.697
2023-01,Северо-Казахстанская,wheat,101.123
2023-02,Северо-Казахстанская,wheat,101.895
2023-03,Северо-Казахстанская,wheat,92.669
2023-04,Северо-Казахстанская,wheat,85.376
2023-05,Северо-Казахстанская,wheat,84.672
2023-06,Северо-Казахстанская,wheat,90.447
2023-07,Северо-Казахстанская,wheat,86.878
2023-08,Северо-Казахстанская,wheat,83.431
2023-09,Северо-Казахстанская,wheat,83.869
